"Step","divine-elevator-2 - train loss","divine-elevator-2 - train loss__MIN","divine-elevator-2 - train loss__MAX"
"0","1.4967138767242432","1.4967138767242432","1.4967138767242432"
"1","1.4306871891021729","1.4306871891021729","1.4306871891021729"
"2","1.2289057970046997","1.2289057970046997","1.2289057970046997"
"3","1.1271255016326904","1.1271255016326904","1.1271255016326904"
"4","1.0039559602737427","1.0039559602737427","1.0039559602737427"
"5","0.9399533271789551","0.9399533271789551","0.9399533271789551"
"6","0.9388487935066223","0.9388487935066223","0.9388487935066223"
"7","0.8713592290878296","0.8713592290878296","0.8713592290878296"
"8","0.8414510488510132","0.8414510488510132","0.8414510488510132"
"9","0.8136240243911743","0.8136240243911743","0.8136240243911743"
"10","0.8068426847457886","0.8068426847457886","0.8068426847457886"
"11","0.7771742343902588","0.7771742343902588","0.7771742343902588"
"12","0.7605080604553223","0.7605080604553223","0.7605080604553223"
"13","0.7449865341186523","0.7449865341186523","0.7449865341186523"
"14","0.7453196048736572","0.7453196048736572","0.7453196048736572"
"15","0.7098535299301147","0.7098535299301147","0.7098535299301147"
"16","0.7554863691329956","0.7554863691329956","0.7554863691329956"
"17","0.7173815965652466","0.7173815965652466","0.7173815965652466"
"18","0.6835870146751404","0.6835870146751404","0.6835870146751404"
"19","0.6538078188896179","0.6538078188896179","0.6538078188896179"
"20","0.6459234952926636","0.6459234952926636","0.6459234952926636"
"21","0.6311752200126648","0.6311752200126648","0.6311752200126648"
"22","0.6431207656860352","0.6431207656860352","0.6431207656860352"
"23","0.6516493558883667","0.6516493558883667","0.6516493558883667"
"24","0.6239220499992371","0.6239220499992371","0.6239220499992371"
"25","0.5993443131446838","0.5993443131446838","0.5993443131446838"
"26","0.6641227006912231","0.6641227006912231","0.6641227006912231"
"27","0.5739650130271912","0.5739650130271912","0.5739650130271912"
"28","0.5797258615493774","0.5797258615493774","0.5797258615493774"
"29","0.5512679815292358","0.5512679815292358","0.5512679815292358"
"30","0.5861420631408691","0.5861420631408691","0.5861420631408691"
"31","0.617668628692627","0.617668628692627","0.617668628692627"
"32","0.5124945044517517","0.5124945044517517","0.5124945044517517"
"33","0.48686206340789795","0.48686206340789795","0.48686206340789795"
"34","0.5293048024177551","0.5293048024177551","0.5293048024177551"
"35","0.5330798625946045","0.5330798625946045","0.5330798625946045"
"36","0.4537906050682068","0.4537906050682068","0.4537906050682068"
"37","0.4510005712509155","0.4510005712509155","0.4510005712509155"
"38","0.45148804783821106","0.45148804783821106","0.45148804783821106"
"39","0.4080677628517151","0.4080677628517151","0.4080677628517151"
"40","0.42245709896087646","0.42245709896087646","0.42245709896087646"
"41","0.48739999532699585","0.48739999532699585","0.48739999532699585"
"42","0.40382257103919983","0.40382257103919983","0.40382257103919983"
"43","0.4836309850215912","0.4836309850215912","0.4836309850215912"
"44","0.41492125391960144","0.41492125391960144","0.41492125391960144"
"45","0.4281386137008667","0.4281386137008667","0.4281386137008667"
"46","0.37580668926239014","0.37580668926239014","0.37580668926239014"
"47","0.3657301068305969","0.3657301068305969","0.3657301068305969"
"48","0.47359398007392883","0.47359398007392883","0.47359398007392883"
"49","0.3693086504936218","0.3693086504936218","0.3693086504936218"
"50","0.3520496189594269","0.3520496189594269","0.3520496189594269"
"51","0.35039231181144714","0.35039231181144714","0.35039231181144714"
"52","0.38912469148635864","0.38912469148635864","0.38912469148635864"
"53","0.3477153778076172","0.3477153778076172","0.3477153778076172"
"54","0.308356374502182","0.308356374502182","0.308356374502182"
"55","0.31177252531051636","0.31177252531051636","0.31177252531051636"
"56","0.30323752760887146","0.30323752760887146","0.30323752760887146"
"57","0.32496342062950134","0.32496342062950134","0.32496342062950134"
"58","0.3265518546104431","0.3265518546104431","0.3265518546104431"
"59","0.356137752532959","0.356137752532959","0.356137752532959"
"60","0.3073538541793823","0.3073538541793823","0.3073538541793823"
"61","0.3129439949989319","0.3129439949989319","0.3129439949989319"
"62","0.3681858777999878","0.3681858777999878","0.3681858777999878"
"63","0.4080375134944916","0.4080375134944916","0.4080375134944916"
"64","0.34391695261001587","0.34391695261001587","0.34391695261001587"
"65","0.34711402654647827","0.34711402654647827","0.34711402654647827"
"66","0.2890675663948059","0.2890675663948059","0.2890675663948059"
"67","0.3315792679786682","0.3315792679786682","0.3315792679786682"
"68","0.30588799715042114","0.30588799715042114","0.30588799715042114"
"69","0.40644869208335876","0.40644869208335876","0.40644869208335876"
"70","0.28584736585617065","0.28584736585617065","0.28584736585617065"
"71","0.32216864824295044","0.32216864824295044","0.32216864824295044"
"72","0.2842456102371216","0.2842456102371216","0.2842456102371216"
"73","0.30157944560050964","0.30157944560050964","0.30157944560050964"
"74","0.3268061876296997","0.3268061876296997","0.3268061876296997"
"75","0.33276790380477905","0.33276790380477905","0.33276790380477905"
"76","0.3153807520866394","0.3153807520866394","0.3153807520866394"
"77","0.3049403131008148","0.3049403131008148","0.3049403131008148"
"78","0.3800807595252991","0.3800807595252991","0.3800807595252991"
"79","0.2779291570186615","0.2779291570186615","0.2779291570186615"
"80","0.2917254567146301","0.2917254567146301","0.2917254567146301"
"81","0.3054554760456085","0.3054554760456085","0.3054554760456085"
"82","0.2923193871974945","0.2923193871974945","0.2923193871974945"
"83","0.2661198377609253","0.2661198377609253","0.2661198377609253"
"84","0.29437991976737976","0.29437991976737976","0.29437991976737976"
"85","0.29877567291259766","0.29877567291259766","0.29877567291259766"
"86","0.3884943723678589","0.3884943723678589","0.3884943723678589"
"87","0.34169894456863403","0.34169894456863403","0.34169894456863403"
"88","0.2776993215084076","0.2776993215084076","0.2776993215084076"
"89","0.2943989038467407","0.2943989038467407","0.2943989038467407"
"90","0.2884718179702759","0.2884718179702759","0.2884718179702759"
"91","0.28072115778923035","0.28072115778923035","0.28072115778923035"
"92","0.28337860107421875","0.28337860107421875","0.28337860107421875"
"93","0.36938685178756714","0.36938685178756714","0.36938685178756714"
"94","0.30763524770736694","0.30763524770736694","0.30763524770736694"
"95","0.32005494832992554","0.32005494832992554","0.32005494832992554"
"96","0.3548879027366638","0.3548879027366638","0.3548879027366638"
"97","0.27998268604278564","0.27998268604278564","0.27998268604278564"
"98","0.26283472776412964","0.26283472776412964","0.26283472776412964"
"99","0.27028751373291016","0.27028751373291016","0.27028751373291016"
"100","0.29795390367507935","0.29795390367507935","0.29795390367507935"
"101","0.28463974595069885","0.28463974595069885","0.28463974595069885"
"102","0.3359774947166443","0.3359774947166443","0.3359774947166443"
"103","0.3053842782974243","0.3053842782974243","0.3053842782974243"
"104","0.332863986492157","0.332863986492157","0.332863986492157"
"105","0.3149777352809906","0.3149777352809906","0.3149777352809906"
"106","0.2798817455768585","0.2798817455768585","0.2798817455768585"
"107","0.29193249344825745","0.29193249344825745","0.29193249344825745"
"108","0.24994593858718872","0.24994593858718872","0.24994593858718872"
"109","0.2597779631614685","0.2597779631614685","0.2597779631614685"
"110","0.30654579401016235","0.30654579401016235","0.30654579401016235"
"111","0.2984379231929779","0.2984379231929779","0.2984379231929779"
"112","0.3389379382133484","0.3389379382133484","0.3389379382133484"
"113","0.2946845591068268","0.2946845591068268","0.2946845591068268"
"114","0.25322937965393066","0.25322937965393066","0.25322937965393066"
"115","0.2677953839302063","0.2677953839302063","0.2677953839302063"
"116","0.37584561109542847","0.37584561109542847","0.37584561109542847"
"117","0.2620171010494232","0.2620171010494232","0.2620171010494232"
"118","0.2650088667869568","0.2650088667869568","0.2650088667869568"
"119","0.2783477008342743","0.2783477008342743","0.2783477008342743"
"120","0.28023481369018555","0.28023481369018555","0.28023481369018555"
"121","0.27706924080848694","0.27706924080848694","0.27706924080848694"
"122","0.2838161289691925","0.2838161289691925","0.2838161289691925"
"123","0.2631394863128662","0.2631394863128662","0.2631394863128662"
"124","0.2751372456550598","0.2751372456550598","0.2751372456550598"
"125","0.3645855188369751","0.3645855188369751","0.3645855188369751"
"126","0.28516843914985657","0.28516843914985657","0.28516843914985657"
"127","0.27005305886268616","0.27005305886268616","0.27005305886268616"
"128","0.3404396176338196","0.3404396176338196","0.3404396176338196"
"129","0.2697261571884155","0.2697261571884155","0.2697261571884155"
"130","0.2544131577014923","0.2544131577014923","0.2544131577014923"
"131","0.27675867080688477","0.27675867080688477","0.27675867080688477"
"132","0.26571908593177795","0.26571908593177795","0.26571908593177795"
"133","0.24385762214660645","0.24385762214660645","0.24385762214660645"
"134","0.25222688913345337","0.25222688913345337","0.25222688913345337"
"135","0.3618188202381134","0.3618188202381134","0.3618188202381134"
"136","0.3762229084968567","0.3762229084968567","0.3762229084968567"
"137","0.2481304109096527","0.2481304109096527","0.2481304109096527"
"138","0.25409045815467834","0.25409045815467834","0.25409045815467834"
"139","0.26408904790878296","0.26408904790878296","0.26408904790878296"
"140","0.2653413712978363","0.2653413712978363","0.2653413712978363"
"141","0.23845671117305756","0.23845671117305756","0.23845671117305756"
"142","0.3601265549659729","0.3601265549659729","0.3601265549659729"
"143","0.2705213725566864","0.2705213725566864","0.2705213725566864"
"144","0.34225577116012573","0.34225577116012573","0.34225577116012573"
"145","0.26985523104667664","0.26985523104667664","0.26985523104667664"
"146","0.2597087025642395","0.2597087025642395","0.2597087025642395"
"147","0.2738416790962219","0.2738416790962219","0.2738416790962219"
"148","0.24323670566082","0.24323670566082","0.24323670566082"
"149","0.24359837174415588","0.24359837174415588","0.24359837174415588"
"150","0.27478379011154175","0.27478379011154175","0.27478379011154175"
"151","0.24694420397281647","0.24694420397281647","0.24694420397281647"
"152","0.2609735429286957","0.2609735429286957","0.2609735429286957"
"153","0.24919119477272034","0.24919119477272034","0.24919119477272034"
"154","0.2617945075035095","0.2617945075035095","0.2617945075035095"
"155","0.2425055354833603","0.2425055354833603","0.2425055354833603"
"156","0.23716263473033905","0.23716263473033905","0.23716263473033905"
"157","0.35705137252807617","0.35705137252807617","0.35705137252807617"
"158","0.26999005675315857","0.26999005675315857","0.26999005675315857"
"159","0.3408118486404419","0.3408118486404419","0.3408118486404419"